pickup,drop,hour,dayofweek,event,demand,distance,competitor_fare,fare,pickup_code,drop_code
Kolar,Indrapuri,12,6,0,83,11.56,222.72,244.71,5,4
Habibganj,MP Nagar,4,4,1,73,1.42,36.04,75.66,3,7
Kolar,MP Nagar,5,0,1,53,5.82,145.84,160.98,5,7
Airport,Habibganj,15,0,1,51,12.53,179.36,264.3,0,3
New Market,BHEL,11,6,1,41,11.86,178.32,217.98,8,2
Airport,Kolar,3,4,1,93,14.03,181.36,327.98,0,5
Airport,New Market,16,5,0,59,8.43,164.16,168.35,0,8
Kolar,New Market,0,4,1,84,5.79,144.48,182.17,5,8
Habibganj,MP Nagar,4,3,0,69,1.42,30.04,60.77,3,7
Ashoka Garden,New Market,12,3,1,52,4.99,92.88,138.43,1,8
Railway Station,Lalghati,18,3,1,93,4.47,137.64,158.62,9,6
Ashoka Garden,Kolar,19,2,1,26,9.32,167.84,185.41,1,5
Ashoka Garden,Railway Station,20,1,0,68,0.98,52.76,60.24,1,9
MP Nagar,Airport,23,5,1,67,11.19,198.28,248.79,7,0
Airport,Indrapuri,23,2,1,43,15.69,266.28,281.54,0,4
Ashoka Garden,Railway Station,10,4,0,54,0.98,39.76,57.64,1,9
Ashoka Garden,BHEL,0,2,1,76,7.96,177.52,198.13,1,2
New Market,Habibganj,4,6,0,52,4.74,88.88,110.78,8,3
Shahpura,Kolar,3,6,0,92,4.91,78.92,126.57,10,5
Airport,Ashoka Garden,22,1,1,75,8.99,180.88,213.63,0,1
Airport,New Market,10,2,1,58,8.43,114.16,192.22,0,8
Lalghati,BHEL,6,4,1,46,12.5,210.0,232.0,6,2
New Market,MP Nagar,14,2,0,98,3.82,88.84,113.91,8,7
Habibganj,Kolar,9,1,0,56,5.08,136.96,125.89,3,5
Airport,Indrapuri,13,5,1,46,15.69,224.28,273.14,0,4
New Market,Indrapuri,21,5,1,38,10.37,210.44,207.02,8,4
New Market,Railway Station,1,1,1,28,4.02,86.24,105.49,8,9
Shahpura,Ashoka Garden,22,1,0,33,7.18,115.16,123.96,10,1
Habibganj,New Market,1,0,0,23,4.74,144.88,111.28,3,8
Ashoka Garden,BHEL,23,6,0,87,7.96,143.52,180.49,1,2
Airport,Kolar,8,2,0,38,14.03,213.36,209.86,0,5
Indrapuri,Airport,12,4,0,62,15.69,224.28,264.0,4,0
New Market,Habibganj,23,3,1,71,4.74,103.88,137.03,8,3
New Market,BHEL,14,1,1,32,11.86,179.32,218.18,8,2
Habibganj,Airport,1,2,1,90,12.53,203.36,307.18,3,0
Railway Station,MP Nagar,13,6,1,43,3.31,78.72,95.46,9,7
Airport,New Market,21,3,1,27,8.43,129.16,166.99,0,8
Ashoka Garden,Airport,11,3,1,28,8.99,145.88,177.06,1,0
New Market,Indrapuri,13,6,0,40,10.37,150.44,161.64,8,4
Shahpura,Habibganj,22,2,0,65,2.26,39.12,72.26,10,3
Lalghati,Shahpura,2,1,0,87,11.14,153.68,225.26,6,10
Airport,Habibganj,1,6,0,76,12.53,190.36,220.82,0,3
Kolar,Lalghati,21,5,0,48,11.53,165.36,175.76,5,6
MP Nagar,Indrapuri,10,1,1,53,6.76,157.12,176.77,7,4
Kolar,Lalghati,19,6,1,60,11.53,171.36,248.3,5,6
BHEL,New Market,1,1,0,31,11.86,187.32,183.82,2,8
BHEL,Kolar,0,5,1,76,13.11,244.32,285.65,2,5
Lalghati,MP Nagar,18,1,1,99,7.47,110.64,203.62,6,7
Railway Station,BHEL,5,2,0,73,8.71,156.52,170.04,9,2
Railway Station,Ashoka Garden,10,3,0,50,0.98,41.76,49.76,9,1
Kolar,Lalghati,2,6,1,42,11.53,167.36,211.83,5,6
Lalghati,Shahpura,0,6,1,36,11.14,144.68,202.62,6,10
Airport,Kolar,8,5,1,84,14.03,231.36,337.98,0,5
Lalghati,Indrapuri,3,3,0,76,11.44,209.28,212.04,6,4
Indrapuri,New Market,8,0,1,94,10.37,167.44,263.7,4,8
Airport,Ashoka Garden,14,0,0,65,8.99,158.88,173.74,0,1
Kolar,Ashoka Garden,14,6,1,40,9.32,122.84,176.41,5,1
Lalghati,Habibganj,19,1,1,83,8.88,185.56,242.3,6,3
Airport,Ashoka Garden,14,5,0,94,8.99,119.88,189.6,0,1
BHEL,MP Nagar,16,5,0,34,8.3,152.6,143.5,2,7
Ashoka Garden,Kolar,20,3,0,44,9.32,125.84,146.64,1,5
Kolar,Shahpura,4,4,0,55,4.91,73.92,109.75,5,10
Ashoka Garden,Indrapuri,13,6,1,62,6.76,121.12,169.57,1,4
Lalghati,Railway Station,10,0,0,65,4.47,75.64,105.02,6,9
Indrapuri,Lalghati,16,1,1,92,11.44,151.28,278.45,4,6
BHEL,Shahpura,14,1,0,43,8.38,123.56,137.16,2,10
BHEL,New Market,13,3,1,66,11.86,191.32,257.05,2,8
Shahpura,Airport,0,1,1,90,14.75,212.0,346.2,10,0
MP Nagar,New Market,4,4,1,47,3.82,104.84,106.81,7,8
New Market,Kolar,21,6,1,93,5.79,98.48,172.97,8,5
Lalghati,BHEL,22,1,0,82,12.5,224.0,257.6,6,2
Kolar,Indrapuri,17,2,0,52,11.56,211.72,213.92,5,4
New Market,Indrapuri,8,0,0,67,10.37,158.44,189.55,8,4
Airport,Shahpura,15,0,0,31,14.75,229.0,220.6,0,10
Indrapuri,Airport,21,4,0,25,15.69,198.28,222.28,4,0
Kolar,Habibganj,14,0,0,32,5.08,118.96,106.36,5,3
New Market,BHEL,15,2,0,51,11.86,214.32,217.89,8,2
Indrapuri,Railway Station,6,6,0,26,7.42,157.04,137.44,4,9
Shahpura,BHEL,21,1,1,85,8.38,134.56,223.7,10,2
Lalghati,Indrapuri,5,3,1,41,11.44,221.28,221.54,6,4
New Market,BHEL,7,6,1,58,11.86,153.32,249.45,8,2
MP Nagar,Lalghati,4,1,0,98,7.47,145.64,174.32,7,6
Indrapuri,New Market,22,4,1,42,10.37,162.44,196.93,4,8
BHEL,Kolar,7,6,0,68,13.11,189.32,227.29,2,5
MP Nagar,Lalghati,2,2,1,68,7.47,154.64,186.5,7,6
Shahpura,MP Nagar,11,1,1,36,3.67,111.04,106.85,10,7
Ashoka Garden,BHEL,10,5,0,64,7.96,164.52,163.19,1,2
Kolar,Lalghati,9,5,0,76,11.53,165.36,204.3,5,6
Shahpura,Railway Station,17,3,1,86,6.92,159.04,204.06,10,9
Habibganj,Shahpura,22,0,0,34,2.26,55.12,64.72,3,10
Shahpura,Indrapuri,15,0,0,47,6.89,165.68,135.58,10,4
MP Nagar,Ashoka Garden,18,0,1,21,3.76,102.12,105.54,7,1
Kolar,Airport,6,0,0,93,14.03,180.36,269.44,5,0
Kolar,Habibganj,2,6,0,94,5.08,88.96,130.87,5,3
Lalghati,Shahpura,1,0,1,28,11.14,215.68,216.82,6,10
New Market,Railway Station,12,2,0,97,4.02,138.24,127.95,8,9
Shahpura,Lalghati,21,3,0,97,11.14,210.68,236.66,10,6
Kolar,Airport,5,0,1,46,14.03,256.36,259.63,5,0
BHEL,New Market,1,3,1,46,11.86,177.32,217.78,2,8
Kolar,Ashoka Garden,15,5,0,44,9.32,149.84,151.44,5,1
Lalghati,Ashoka Garden,4,4,1,52,4.78,86.36,134.1,6,1
Shahpura,New Market,18,4,0,85,6.72,154.64,166.04,10,8
BHEL,Lalghati,13,3,0,33,12.5,229.0,201.7,2,6
Habibganj,BHEL,2,6,1,40,8.25,142.0,167.4,3,2
Lalghati,BHEL,16,1,1,84,12.5,224.0,310.8,6,2
Indrapuri,Airport,9,6,0,85,15.69,248.28,305.33,4,0
Indrapuri,Shahpura,19,5,0,51,6.89,163.68,152.16,4,10
Railway Station,BHEL,9,4,1,92,8.71,161.52,234.63,9,2
Kolar,Ashoka Garden,0,2,0,88,9.32,143.84,198.83,5,1
Habibganj,Shahpura,14,4,1,84,2.26,43.12,102.59,3,10
New Market,Ashoka Garden,6,1,1,51,4.99,128.88,145.63,8,1
Railway Station,Shahpura,22,5,1,95,6.92,109.04,194.06,9,10
Ashoka Garden,MP Nagar,3,1,1,48,3.76,62.12,97.54,1,7
New Market,Habibganj,6,5,1,29,4.74,116.88,120.26,8,3
Kolar,Airport,11,6,1,33,14.03,187.36,245.83,5,0
Shahpura,Railway Station,21,4,1,59,6.92,158.04,179.26,10,9
MP Nagar,Ashoka Garden,10,3,0,20,3.76,78.12,83.72,7,1
Shahpura,MP Nagar,2,6,0,66,3.67,61.04,92.89,10,7
New Market,Shahpura,11,3,1,48,6.72,104.64,141.57,8,10
Lalghati,New Market,20,2,1,86,5.76,145.12,181.79,6,8
MP Nagar,Airport,12,2,0,32,11.19,160.28,171.48,7,0
Airport,New Market,18,0,1,22,8.43,172.16,175.59,0,8
Kolar,Shahpura,18,0,0,68,4.91,139.92,125.07,5,10
BHEL,New Market,16,5,1,58,11.86,184.32,255.65,2,8
Kolar,Indrapuri,3,6,1,24,11.56,148.72,208.46,5,4
Railway Station,Lalghati,12,1,1,50,4.47,127.64,120.23,9,6
MP Nagar,Habibganj,20,6,0,40,1.42,49.04,55.44,7,3
Railway Station,Indrapuri,6,3,0,96,7.42,151.04,174.73,9,4
New Market,MP Nagar,13,6,0,71,3.82,128.84,110.76,8,7
Kolar,Indrapuri,19,1,1,84,11.56,223.72,294.95,5,4
Shahpura,Railway Station,1,2,0,88,6.92,107.04,159.21,10,9
Habibganj,Airport,15,6,0,84,12.53,215.36,256.28,3,0
Railway Station,New Market,22,3,1,53,4.02,72.24,120.34,9,8
Lalghati,Indrapuri,22,6,0,42,11.44,176.28,177.08,6,4
Ashoka Garden,Indrapuri,21,6,1,68,6.76,153.12,175.97,1,4
New Market,Habibganj,1,1,0,70,4.74,87.88,110.58,8,3
Airport,New Market,6,3,0,56,8.43,130.16,161.55,0,8
New Market,Kolar,2,1,0,55,5.79,146.48,135.91,8,5
Shahpura,Ashoka Garden,9,6,0,86,7.18,155.16,172.33,10,1
MP Nagar,New Market,20,4,0,57,3.82,130.84,111.36,7,8
New Market,Lalghati,22,6,1,99,5.76,114.12,175.59,8,6
Railway Station,BHEL,12,0,0,70,8.71,194.52,179.75,9,2
New Market,BHEL,18,4,0,55,11.86,231.32,222.54,8,2
Airport,Habibganj,3,4,1,87,12.53,162.36,298.98,0,3
Shahpura,Lalghati,14,1,0,84,11.14,179.68,230.46,10,6
MP Nagar,Ashoka Garden,23,5,0,69,3.76,86.12,98.94,7,1
Lalghati,MP Nagar,11,5,0,41,7.47,112.64,126.24,6,7
Ashoka Garden,Habibganj,16,2,0,37,5.07,70.84,94.84,1,3
Lalghati,Kolar,2,0,1,40,11.53,151.36,208.63,6,5
Airport,Habibganj,15,1,0,53,12.53,195.36,221.82,0,3
Airport,Habibganj,10,1,1,87,12.53,238.36,314.18,0,3
New Market,Ashoka Garden,2,0,1,83,4.99,133.88,166.61,8,1
Shahpura,Airport,9,3,0,46,14.75,235.0,222.4,10,0
Railway Station,Habibganj,12,3,1,28,4.71,118.52,120.22,9,3
Ashoka Garden,Airport,14,0,1,95,8.99,175.88,242.21,1,0
BHEL,Lalghati,7,2,1,77,12.5,177.0,263.4,2,6
BHEL,MP Nagar,6,4,0,79,8.3,125.6,159.14,2,7
Kolar,Habibganj,12,5,1,43,5.08,92.96,119.55,5,3
Shahpura,Lalghati,18,3,1,76,11.14,205.68,249.55,10,6
Airport,Habibganj,20,4,1,27,12.53,182.36,226.83,0,3
Shahpura,New Market,11,4,0,99,6.72,96.64,154.44,10,8
Airport,Railway Station,21,3,0,27,8.55,181.6,154.3,0,9
Lalghati,Railway Station,12,6,0,33,4.47,92.64,93.44,6,9
Railway Station,Airport,0,1,0,50,8.55,158.6,147.4,9,0
New Market,MP Nagar,7,1,1,33,3.82,68.84,99.61,8,7
MP Nagar,Lalghati,14,4,1,58,7.47,140.64,183.7,7,6
New Market,Lalghati,7,6,0,65,5.76,156.12,138.5,8,6
Shahpura,Ashoka Garden,11,1,1,24,7.18,111.16,148.39,10,1
Ashoka Garden,Habibganj,11,0,1,72,5.07,133.84,147.78,1,3
Indrapuri,MP Nagar,23,0,0,77,6.76,99.12,136.1,4,7
Lalghati,MP Nagar,17,4,0,61,7.47,103.64,145.18,6,7
Airport,Habibganj,18,6,0,70,12.53,176.36,218.02,0,3
BHEL,Ashoka Garden,17,1,1,56,7.96,175.52,197.73,2,1
Kolar,New Market,19,4,0,50,5.79,146.48,120.58,5,8
Railway Station,Habibganj,21,0,0,33,4.71,102.52,98.32,9,3
BHEL,Kolar,0,6,0,51,13.11,221.32,233.69,2,5
Indrapuri,MP Nagar,11,0,1,52,6.76,129.12,171.17,4,7
Habibganj,MP Nagar,23,3,0,89,1.42,86.04,81.71,3,7
Kolar,MP Nagar,14,4,1,44,5.82,131.84,136.21,5,7
Railway Station,Airport,20,0,1,39,8.55,171.6,176.92,9,0
Ashoka Garden,MP Nagar,0,1,1,81,3.76,79.12,134.99,1,7
Shahpura,Indrapuri,11,5,0,59,6.89,155.68,149.76,10,4
Railway Station,Shahpura,7,5,1,59,6.92,165.04,180.66,9,10
Railway Station,New Market,2,1,1,34,4.02,114.24,111.48,9,8
Ashoka Garden,Railway Station,13,5,1,94,0.98,94.76,91.83,1,9
Kolar,Habibganj,1,5,0,29,5.08,141.96,113.26,5,3
Airport,Habibganj,13,5,1,48,12.53,192.36,228.83,0,3
Habibganj,Lalghati,16,4,0,57,8.88,186.56,179.08,3,6
Railway Station,Indrapuri,23,3,1,82,7.42,149.04,210.46,9,4
Airport,Ashoka Garden,8,2,1,69,8.99,174.88,212.43,0,1
Ashoka Garden,Shahpura,10,6,1,68,7.18,159.16,183.22,1,10
Ashoka Garden,Railway Station,23,2,1,40,0.98,53.76,62.51,1,9
MP Nagar,Ashoka Garden,16,6,1,64,3.76,65.12,115.17,7,1
New Market,Indrapuri,18,6,1,76,10.37,180.44,233.42,8,4
Airport,Shahpura,13,0,0,70,14.75,262.0,260.88,0,10
BHEL,Indrapuri,10,0,0,35,1.57,102.84,72.04,2,4
Shahpura,Railway Station,17,4,0,30,6.92,128.04,124.54,10,9
Railway Station,MP Nagar,21,1,0,88,3.31,80.72,105.43,9,7
Airport,Habibganj,6,5,0,58,12.53,212.36,225.22,0,3
Shahpura,Kolar,8,6,1,89,4.91,130.92,164.67,10,5
Ashoka Garden,Lalghati,8,6,1,70,4.78,112.36,139.3,1,6
Habibganj,Lalghati,21,1,1,90,8.88,172.56,239.7,3,6
BHEL,Shahpura,15,2,0,35,8.38,152.56,144.16,2,10
BHEL,Shahpura,9,6,0,46,8.38,126.56,137.76,2,10
BHEL,Habibganj,17,6,0,80,8.25,173.0,168.66,2,3
Kolar,Lalghati,13,4,1,74,11.53,166.36,247.3,5,6
Lalghati,BHEL,13,6,1,73,12.5,176.0,263.2,6,2
New Market,Shahpura,10,2,1,85,6.72,141.64,197.22,8,10
Railway Station,Shahpura,22,3,1,81,6.92,128.04,197.86,9,10
BHEL,Kolar,5,3,0,62,13.11,170.32,223.49,2,5
Kolar,Indrapuri,12,5,1,38,11.56,196.72,218.06,5,4
Airport,Habibganj,22,5,1,34,12.53,220.36,234.43,0,3
Kolar,BHEL,23,5,1,61,13.11,247.32,286.25,5,2
Indrapuri,Habibganj,15,4,0,40,6.68,90.16,114.16,4,3
Habibganj,Railway Station,20,5,1,95,4.71,126.52,160.43,3,9
BHEL,Kolar,9,0,1,48,13.11,234.32,244.18,2,5
Ashoka Garden,Airport,4,2,1,46,8.99,183.88,184.66,1,0
BHEL,Kolar,9,6,0,72,13.11,220.32,233.49,2,5
Lalghati,Shahpura,18,0,0,71,11.14,164.68,199.67,6,10
BHEL,Kolar,5,1,0,94,13.11,180.32,257.06,2,5
Indrapuri,Habibganj,19,0,1,34,6.68,119.16,143.99,4,3
Ashoka Garden,Lalghati,8,5,0,36,4.78,85.36,94.96,1,6
Railway Station,Habibganj,19,6,1,91,4.71,77.52,150.63,9,3
BHEL,MP Nagar,18,6,1,60,8.3,173.6,202.24,2,7
Lalghati,Railway Station,10,3,0,38,4.47,127.64,103.84,6,9
Railway Station,MP Nagar,19,1,0,28,3.31,97.72,85.12,9,7
New Market,Airport,1,4,1,26,8.43,147.16,170.59,8,0
Airport,New Market,6,4,1,59,8.43,113.16,192.02,0,8
Kolar,BHEL,2,6,1,95,13.11,171.32,310.51,5,2
Indrapuri,Kolar,6,5,0,43,11.56,183.72,180.22,4,5
New Market,Shahpura,6,0,0,46,6.72,148.64,129.04,8,10
Ashoka Garden,BHEL,14,3,0,26,7.96,161.52,143.32,1,2
Lalghati,Railway Station,19,1,1,81,4.47,95.64,150.22,6,9
Airport,Indrapuri,18,3,0,94,15.69,199.28,295.53,0,4
Ashoka Garden,BHEL,18,6,0,78,7.96,147.52,159.6,1,2
BHEL,Habibganj,13,6,1,46,8.25,127.0,164.4,2,3
Airport,BHEL,4,0,0,81,16.74,226.88,315.16,0,2
MP Nagar,BHEL,17,1,1,98,8.3,185.6,232.56,7,2
Airport,Habibganj,17,3,1,36,12.53,162.36,222.83,0,3
Airport,BHEL,23,3,1,33,16.74,226.88,286.26,0,2
Airport,Indrapuri,3,2,1,57,15.69,228.28,319.59,0,4
Lalghati,Railway Station,2,0,1,58,4.47,112.64,134.9,6,9
Lalghati,Railway Station,3,5,0,47,4.47,83.64,91.64,6,9
BHEL,Indrapuri,11,0,0,57,1.57,61.84,68.85,2,4
New Market,Shahpura,4,3,0,43,6.72,152.64,130.24,8,10
New Market,Lalghati,18,2,1,27,5.76,117.12,132.54,8,6
BHEL,MP Nagar,7,0,0,93,8.3,130.6,182.47,2,7
Ashoka Garden,BHEL,21,5,1,77,7.96,121.52,186.93,1,2
New Market,Indrapuri,16,4,1,76,10.37,142.44,225.82,8,4
Shahpura,BHEL,1,5,1,22,8.38,134.56,167.47,10,2
MP Nagar,Railway Station,20,5,0,38,3.31,63.72,76.52,7,9
Railway Station,Shahpura,13,3,0,56,6.92,108.04,139.73,9,10
Kolar,Shahpura,9,5,1,92,4.91,101.92,158.87,5,10
MP Nagar,Habibganj,21,6,0,74,1.42,30.04,60.77,7,3
Airport,Shahpura,9,4,1,44,14.75,238.0,264.6,0,10
Kolar,New Market,4,5,1,89,5.79,127.48,178.77,5,8
Lalghati,New Market,11,2,1,31,5.76,94.12,127.94,6,8
Indrapuri,Ashoka Garden,21,2,0,41,6.76,162.12,133.42,4,1
MP Nagar,Railway Station,14,3,1,94,3.31,99.72,131.55,7,9
Habibganj,MP Nagar,15,2,1,35,1.42,103.04,80.82,3,7
Habibganj,Indrapuri,6,4,1,84,6.68,120.16,192.26,3,4
Indrapuri,Railway Station,23,0,0,84,7.42,156.04,175.73,4,9
Kolar,Shahpura,15,4,1,65,4.91,88.92,136.49,5,10
Railway Station,Lalghati,1,2,0,39,4.47,78.64,90.64,9,6
Shahpura,MP Nagar,18,5,0,72,3.67,105.04,102.11,10,7
Lalghati,Airport,18,5,0,30,4.25,108.0,96.1,6,0
Ashoka Garden,Lalghati,2,0,0,98,4.78,69.36,122.92,1,6
New Market,Airport,10,5,0,31,8.43,190.16,155.86,8,0
Ashoka Garden,Lalghati,1,0,0,64,4.78,143.36,124.79,1,6
BHEL,MP Nagar,0,5,1,53,8.3,136.6,194.84,2,7
Indrapuri,Lalghati,13,6,1,95,11.44,200.28,288.25,4,6
New Market,Ashoka Garden,17,2,1,70,4.99,94.88,138.83,8,1
Ashoka Garden,MP Nagar,15,5,1,43,3.76,135.12,115.02,1,7
Shahpura,MP Nagar,14,1,0,22,3.67,74.04,82.04,10,7
